score,input_string,translated_string,translated_CER,translated_WER,target_CER,target_CER_sum,target_WER,unique_id's,speaker_id's,length_deviation_words,audio_name,audio_path,trans_CER,trans_WER
1,rød grå tårn gul rød løpe kvart hjørne skitten premie,forelska kule erlang melin 22 kule,,,"[0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.25, 0.25, 0.5, 0.0, 0.5]",1.8333333333333333,0.5,"['d19', 'a09', 'a07', 'a25', 'a12', 'a01', 'a08']","['a25', 'a01', 'a07', 'a09', 'd19', 'a07', 'a01', 'a07', 'a12', 'a08']",-4,words_0_10.wav,../3x10_Concatenations/3x10_score_1_mixed,0.7735849056603774,1.0
1,kort øre korn rød gartner skilpadde løve svart hjørne blad,den der gods,,,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.16666666666666666, 0.14285714285714285, 0.0, 0.0, 0.5, 0.0]",1.8095238095238095,0.6,"['d19', 'd09', 'a11', 'a25', 'a07', 'a12', 'a01', 'a13', 'd08', 'a06']","['a25', 'd19', 'd08', 'a07', 'a13', 'a11', 'a01', 'd09', 'a06', 'a12']",-7,words_10_20.wav,../3x10_Concatenations/3x10_score_1_mixed,0.8448275862068966,1.0
2,skulder premie glitter prins løpe øre glorie glorie bryter kvern,frank hydala schj,,,"[0.5714285714285714, 0.6666666666666666, 0.5, 0.6, 0.5, 0.3333333333333333, 0.6666666666666666, 0.5, 0.5, 0.5]",5.338095238095238,1.0,"['a09', 'a16', 'a21', 'a11', 'a07', 'a28', 'a13', 'a06']","['a13', 'a21', 'a28', 'a11', 'a06', 'a11', 'a16', 'a07', 'a07', 'a09']",-7,words_0_10.wav,../3x10_Concatenations/3x10_score_2_mixed,0.921875,1.0
2,myr fugl skjerf artist korn søppel grå kurv glorie blyant,grør til bo skvote ekorn,,,"[0.3333333333333333, 0.3333333333333333, 0.25, 0.6, 0.3333333333333333, 0.4, 0.3333333333333333, 0.25, 0.6666666666666666, 0.6666666666666666]",4.166666666666666,1.0,"['a03', 'a11', 'a12', 'a08', 'a15', 'd09', 'a06', 'a27']","['a15', 'a11', 'a03', 'd09', 'a27', 'a12', 'a12', 'a06', 'a15', 'a08']",-5,words_10_20.wav,../3x10_Concatenations/3x10_score_2_mixed,0.7368421052631579,1.0
2,ørn klo myk turn fortau karneval glitter gartner fortau skitten,fly dindu skjelm skjelm krabben,,,"[0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 0.42857142857142855, 0.5, 0.5, 0.25, 0.25]",3.428571428571429,0.9,"['a04', 'a32', 'a34', 'a29', 'a11', 'a15']","['a04', 'a34', 'a29', 'a11', 'a04', 'a11', 'a11', 'a15', 'a32', 'a11']",-5,words_20_30.wav,../3x10_Concatenations/3x10_score_2_mixed,0.7777777777777778,1.0
2,tjern korn fregner rød smart flaske brun drue glad ugle,svømme brente schmach bj,,,"[0.3333333333333333, 0.3333333333333333, 0.5, 0.0, 0.5, 0.6666666666666666, 0.5, 0.25, 0.3333333333333333, 0.5]",3.9166666666666665,0.9,"['d02', 'a04', 'a03', 'a14', 'a34', 'a11', 'a12', 'a01', 'a13']","['a34', 'a34', 'a01', 'd02', 'a03', 'a12', 'a11', 'a13', 'a04', 'a14']",-6,words_30_40.wav,../3x10_Concatenations/3x10_score_2_mixed,0.8363636363636363,1.0
2,brun pluss blod brun blyant bygge krone klo jus plante,blant tre tannin tre,,,"[0.25, 0.5, 0.3333333333333333, 0.5, 0.5, 0.5, 0.6, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666]",4.516666666666667,1.0,"['a17', 'a32', 'a10', 'a11', 'a25', 'a12', 'a26', 'a28', 'a06', 'a27']","['a26', 'a25', 'a32', 'a27', 'a10', 'a17', 'a12', 'a11', 'a06', 'a28']",-6,words_40_50.wav,../3x10_Concatenations/3x10_score_2_mixed,0.7962962962962963,1.0
2,flagg bryter plaster glis enhjørning skjorte tjern smør horn kurv,,,,"[0.5, 0.5, 0.5714285714285714, 0.5, 0.42857142857142855, 0.5, 0.3333333333333333, 0.5, 0.3333333333333333, 0.5]",4.666666666666666,1.0,"['a26', 'a09', 'a03', 'd10', 'a31', 'a16', 'a11', 'a18', 'a01', 'a19']","['a16', 'a01', 'a31', 'a18', 'a09', 'a19', 'a26', 'a11', 'd10', 'a03']",-10,words_50_60.wav,../3x10_Concatenations/3x10_score_2_mixed,1.0,1.0
2,blokk drue karneval glad kikkert fortau sverd kikkert søt vindu,sjøl,,,"[0.5, 0.5, 0.5714285714285714, 0.3333333333333333, 0.2, 0.25, 0.2, 0.6, 0.3333333333333333, 0.4]",3.888095238095238,1.0,"['a02', 'a14', 'a31', 'a34', 'a11', 'a12', 'a13', 'd09', 'a27']","['a31', 'a02', 'a12', 'a12', 'a13', 'a34', 'a27', 'a14', 'd09', 'a11']",-9,words_60_70.wav,../3x10_Concatenations/3x10_score_2_mixed,0.9682539682539683,1.0
2,vindu fugl børste ugle sur ugle by flagg kvern fugl,funker det,,,"[0.4, 0.3333333333333333, 0.4, 0.5, 0.3333333333333333, 0.25, 0.0, 0.25, 0.5, 0.3333333333333333]",3.3000000000000003,0.9,"['a09', 'a16', 'a25', 'a07', 'a01', 'a15', 'd08', 'a06']","['a09', 'a15', 'd08', 'a16', 'a25', 'a07', 'a15', 'a06', 'a06', 'a01']",-8,words_70_80.wav,../3x10_Concatenations/3x10_score_2_mixed,0.8823529411764706,1.0
