File name,Word,Transcribed,CER (Character Error Rate),CER Score
a01_artist.wav,artist, Artist!,0.2857142857142857,4
a01_barn.wav,barn, Barn?,0.4,3
a01_bart.wav,bart, Bæsj.,1.0,4
a01_bjoern.wav,bjørn, Mia?,1.25,3
a01_blaa.wav,blå, Blad?,0.8,4
a01_blad.wav,blad, Bra.,0.75,3
a01_bleie.wav,bleie, Hva er jeg?,0.8181818181818182,3
a01_blokk.wav,blokk, Blakki.,0.5714285714285714,3
a01_blomst.wav,blomst, Badomp.,0.7142857142857143,2
a01_blyant.wav,blyant, Bian?,0.8,3
a01_boerste.wav,børste, Moske.,0.8333333333333334,3
a01_briller.wav,briller, Billig.,0.7142857142857143,2
a01_bro.wav,bro, Mo?,1.0,3
a01_broed.wav,brød, B.,2.0,2
a01_bror.wav,bror, Men jo...,0.8888888888888888,3
a01_brun.wav,brun, Det igjen?,0.9,2
a01_bryter.wav,bryter, Bøker.,0.8333333333333334,2
a01_buss.wav,buss, Disse.,0.6666666666666666,5
a01_by.wav,by, Meg!,1.0,3
a01_bygge.wav,bygge, Begge.,0.5,2
a01_doer.wav,dør, Du?,1.0,2
a01_drikke.wav,drikke, Tørke.,0.8333333333333334,2
a01_drops.wav,drops, Klaps?,0.6666666666666666,2
a01_drue.wav,drue, Tauet.,0.6666666666666666,2
a01_dykke.wav,dykke, Begge?,0.8333333333333334,4
a01_dyne.wav,dyne, Din...,0.8333333333333334,3
a01_ekorn.wav,ekorn, Ekorn.,0.3333333333333333,5
a01_enhjoerning.wav,enhjørning, I bryllupet.,1.0,4
a01_erter.wav,erter, Etter.,0.5,3
a01_fjorten.wav,fjorten, Høyere den.,0.7272727272727273,3
a01_flagg.wav,flagg, Takk.,1.0,2
a01_flakse.wav,flakse, Føksel.,0.7142857142857143,3
a01_flaske.wav,flaske, Fleske.,0.42857142857142855,4
a01_flette.wav,flette, Søte?,1.0,3
a01_flue.wav,flue, Klue.,0.4,4
a01_fly.wav,fly, Please.,0.8571428571428571,2
a01_fort.wav,fort, Pott.,0.6,4
a01_fortau.wav,fortau, Hørte jeg?,0.8,2
a01_fortid.wav,fortid, Fort dit.,0.5555555555555556,2
a01_frakk.wav,frakk, Fuck!,0.8,2
a01_fregner.wav,fregner, Før ned.,0.75,2
a01_froe.wav,frø, Fem...,1.0,3
a01_frukt.wav,frukt, Pusse.,1.0,1
a01_fugl.wav,fugl, Hitte...,1.0,2
a01_garn.wav,garn, Garn?,0.4,4
a01_gartner.wav,gartner, Godt ned.,0.6666666666666666,2
a01_glad.wav,glad, Hvor er jeg?,1.0,3
a01_glass.wav,glass, Gress!,0.6666666666666666,4
a01_glitter.wav,glitter, Takk.,1.4,2
a01_gloer.wav,glør, Kle.,0.75,2
a01_glorie.wav,glorie, Tror det.,0.6666666666666666,2
a01_graa.wav,grå, K.,1.5,1
a01_grave.wav,grave, Ja.,1.3333333333333333,2
a01_gris.wav,gris, Og gris.,0.5,3
a01_groenn.wav,grønn, Det...,1.0,3
a01_gul.wav,gul, G?,1.5,3
a01_gutt.wav,gutt, Gutt...,0.5714285714285714,5
a01_hjerne.wav,hjerne, Jane.,1.0,3
a01_hjerte.wav,hjerte, Hjertet.,0.375,4
a01_hjoerne.wav,hjørne, Bjørnø.,0.42857142857142855,4
a01_hjort.wav,hjort, Gjort.,0.3333333333333333,4
a01_horn.wav,horn, Orn.,0.75,3
a01_hund.wav,hund, Fin.,0.75,3
a01_hus.wav,hus, Hysj.,0.8,5
a01_huske.wav,huske, Husker jeg?,0.6363636363636364,2
a01_hylle.wav,hylle, Hilje.,0.6666666666666666,3
a01_hytte.wav,hytte, Hitte.,0.5,3
a01_internett.wav,internett, Idiot.,1.3333333333333333,3
a01_jern.wav,jern, Jan?,1.0,2
a01_jus.wav,jus, Johs.,0.8,3
a01_karneval.wav,karneval, Kalvær.,1.0,3
a01_kart.wav,kart, Lenge.,1.0,2
a01_kikkert.wav,kikkert, Skikkels!,0.4444444444444444,2
a01_kjerne.wav,kjerne, Kjære...,0.75,3
a01_klappe.wav,klappe, Trippe.,0.5714285714285714,3
a01_klem.wav,klem, Pré.,1.0,4
a01_klo.wav,klo, Plo.,0.5,5
a01_koe.wav,kø, Hva?,1.0,5
a01_koffert.wav,koffert, Kompis...,0.8888888888888888,3
a01_korn.wav,korn, Korn.,0.4,5
a01_kort.wav,kort, Godt.,0.6,1
a01_krabbe.wav,krabbe, Køpe.,1.2,2
a01_krakk.wav,krakk, Køkki.,0.8333333333333334,3
a01_kran.wav,kran, Hva ja?,0.8571428571428571,3
a01_krone.wav,krone, Jord.,1.0,3
a01_kropp.wav,kropp, Kult.,1.0,2
a01_krykke.wav,krykke, Krigge.,0.7142857142857143,3
a01_ku.wav,ku, OK.,1.0,4
a01_kurv.wav,kurv, Hva...?,1.0,3
a01_kvart.wav,kvart, Kålete.,0.8571428571428571,1
a01_kvern.wav,kvern, Til dem.,0.875,4
a01_loepe.wav,løpe, Løpe.,0.4,5
a01_loeve.wav,løve, Ja...,1.0,1
a01_lue.wav,lue, Lue.,0.5,5
a01_lyn.wav,lyn, Linn.,0.8,4
a01_lys.wav,lys, Lys.,0.5,4
a01_lytte.wav,lytte, Likte.,0.6666666666666666,3
a01_munn.wav,munn, Mjørn.,0.8333333333333334,1
a01_mus.wav,mus, Nils...,0.8571428571428571,3
a01_noekkel.wav,nøkkel, Løkki.,0.5,4
a01_oedelagt.wav,ødelagt," Ja, et lek.",0.8181818181818182,2
a01_oere.wav,øre, Er det?,0.7142857142857143,2
a01_oern.wav,ørn, Inn.,0.75,4
a01_planke.wav,planke, Men tre...,0.9,2
a01_plante.wav,plante, Plan tre.,0.4444444444444444,3
a01_plaster.wav,plaster, Plaster...,0.4,2
a01_pluss.wav,pluss, Fy søren!,0.8888888888888888,5
a01_plystre.wav,plystre, Pulte...,0.875,2
a01_port.wav,port, Fot.,0.75,4
a01_premie.wav,premie, Du er jo det.,0.8461538461538461,2
a01_prins.wav,prins, Takk.,1.0,3
a01_pute.wav,pute, Pyte.,0.6,4
a01_roed.wav,rød, B.,1.5,3
a01_rund.wav,rund, Bø.,1.3333333333333333,1
a01_sjakk.wav,sjakk, Søtt.,1.0,3
a01_sjiraff.wav,sjiraff, Skjea?,1.0,4
a01_sjoe.wav,sjø, Kje...,0.8333333333333334,4
a01_sju.wav,sju, Hun...?,1.0,3
a01_ski.wav,ski, Hun...?,1.0,5
a01_skilpadde.wav,skilpadde, Kjipt.,1.1666666666666667,2
a01_skinke.wav,skinke,kinke.,0.3333333333333333,3
a01_skip.wav,skip, Sorry.,1.0,2
a01_skitten.wav,skitten, Sitt den.,0.5555555555555556,4
a01_skive.wav,skive, Si det.,0.8571428571428571,4
a01_skjaere.wav,skjære, Søren.,1.0,2
a01_skjema.wav,skjema, Se meg.,0.8571428571428571,3
a01_skjerf.wav,skjerf, Søk!,1.5,2
a01_skjerm.wav,skjerm, Så...,1.2,3
a01_skjoert.wav,skjørt, Kjøtt.,0.6666666666666666,3
a01_skjorte.wav,skjorte, Sorte?,0.6666666666666666,5
a01_skoeyter.wav,skøyter, Skikkelig.,0.8,3
a01_skulder.wav,skulder, Skulder...,0.4,3
a01_sky.wav,sky, Si.,1.0,3
a01_smart.wav,smart, Småt...,0.8571428571428571,2
a01_smerte.wav,smerte, Smerte.,0.2857142857142857,3
a01_smoer.wav,smør, Snø...,0.8333333333333334,3
