file_name,CER,target_word,global_score,PER,transcribed_word,model_name
a06_kropp.wav,1.0,kropp,3,0.5,,nb-whisper-base
a11_turn.wav,1.0,turn,2,0.6666666666666666,,nb-whisper-base
a12_blaa.wav,1.0,blå,1,1.0,,nb-whisper-base
a21_briller.wav,1.0,briller,2,0.5,,nb-whisper-base
d08_blad.wav,1.0,blad,4,0.0,,nb-whisper-base
d08_blomst.wav,1.0,blomst,3,0.3333333333333333,,nb-whisper-base
d08_flette.wav,1.0,flette,2,0.4,,nb-whisper-base
d08_gutt.wav,1.0,gutt,3,0.3333333333333333,,nb-whisper-base
d08_pluss.wav,1.0,pluss,1,1.0,,nb-whisper-base
d08_sjoe.wav,1.0,sjø,1,1.0,,nb-whisper-base
d09_blomst.wav,1.0,blomst,2,0.3333333333333333,,nb-whisper-base
d09_brun.wav,1.0,brun,3,0.25,,nb-whisper-base
d09_drue.wav,1.0,drue,5,0.0,,nb-whisper-base
d09_flagg.wav,1.0,flagg,3,0.25,,nb-whisper-base
d09_flue.wav,1.0,flue,3,0.25,,nb-whisper-base
d09_froe.wav,1.0,frø,5,0.0,,nb-whisper-base
d09_glorie.wav,1.0,glorie,2,0.3333333333333333,,nb-whisper-base
d09_klo.wav,1.0,klo,5,0.0,,nb-whisper-base
d09_koe.wav,1.0,kø,5,0.0,,nb-whisper-base
d09_loepe.wav,1.0,løpe,5,0.0,,nb-whisper-base
d09_loeve.wav,1.0,løve,2,0.5,,nb-whisper-base
d09_port.wav,1.0,port,4,0.3333333333333333,,nb-whisper-base
d09_pute.wav,1.0,pute,4,0.25,,nb-whisper-base
d09_skip.wav,1.0,skip,3,0.3333333333333333,,nb-whisper-base
d09_trapp.wav,1.0,trapp,4,0.25,,nb-whisper-base
d09_ugle.wav,1.0,ugle,4,0.25,,nb-whisper-base
d13_bart.wav,1.0,bart,5,0.0,,nb-whisper-base
d13_krakk.wav,1.0,krakk,1,0.5,,nb-whisper-base
d18_briller.wav,1.0,briller,5,0.0,,nb-whisper-base
d19_hjort.wav,1.0,hjort,5,0.0,,nb-whisper-base
d19_hus.wav,1.0,hus,3,0.3333333333333333,,nb-whisper-base
d19_klo.wav,1.0,klo,2,0.6666666666666666,,nb-whisper-base
d19_port.wav,1.0,port,4,0.3333333333333333,,nb-whisper-base
d19_sjakk.wav,1.0,sjakk,1,1.0,,nb-whisper-base
