File name,Word,Transcribed,CER (Character Error Rate),CER Score
a01_artist.wav,artist, Åkest!,0.8333333333333334,4
a01_barn.wav,barn, Bond.,1.0,3
a01_bart.wav,bart, Baks!,0.8,4
a01_bjoern.wav,bjørn, Bjørn!,0.3333333333333333,3
a01_blaa.wav,blå, Blå.,0.5,4
a01_blad.wav,blad, Blatt.,0.6666666666666666,3
a01_bleie.wav,bleie, Båla ja.,0.875,3
a01_blokk.wav,blokk, Blokke.,0.42857142857142855,3
a01_blomst.wav,blomst, Malumps.,0.625,2
a01_blyant.wav,blyant, Bliang!,0.5714285714285714,3
a01_boerste.wav,børste, Lors det!,0.6666666666666666,3
a01_briller.wav,briller, Bale.,1.0,2
a01_bro.wav,bro, Bye!,1.0,3
a01_broed.wav,brød, Ja.,1.3333333333333333,2
a01_bror.wav,bror, Blyo!,0.8,3
a01_brun.wav,brun, Du er jo.,0.8888888888888888,2
a01_bryter.wav,bryter, Brittel?,0.625,2
a01_buss.wav,buss, Peace!,1.0,5
a01_by.wav,by, Né?,1.0,3
a01_bygge.wav,bygge, Begge!,0.5,2
a01_doer.wav,dør, Ja.,1.0,2
a01_drikke.wav,drikke, Tukke.,0.6666666666666666,2
a01_drops.wav,drops, Klopps!,0.5714285714285714,2
a01_drue.wav,drue, Kjene!,0.8333333333333334,2
a01_dykke.wav,dykke, Bikket?,0.5714285714285714,4
a01_dyne.wav,dyne, Din.,0.75,3
a01_ekorn.wav,ekorn, Ekkun.,0.6666666666666666,5
a01_enhjoerning.wav,enhjørning, I en hjørning.,0.2857142857142857,4
a01_erter.wav,erter, Ate!,0.75,3
a01_fjorten.wav,fjorten, Så jeg har den.,0.7333333333333333,3
a01_flagg.wav,flagg, Pinnak.,0.8571428571428571,2
a01_flakse.wav,flakse, Perkset.,0.625,3
a01_flaske.wav,flaske, Plasker.,0.375,4
a01_flette.wav,flette, Fette?,0.5,3
a01_flue.wav,flue, Pludet.,0.5714285714285714,4
a01_fly.wav,fly, Pli?,0.75,2
a01_fort.wav,fort, Putt.,0.8,4
a01_fortau.wav,fortau, Fytten.,0.8571428571428571,2
a01_fortid.wav,fortid, Puppet.,1.0,2
a01_frakk.wav,frakk, Fattig!,1.0,2
a01_fregner.wav,fregner, Fører jeg den?,0.7142857142857143,2
a01_froe.wav,frø, Helt.,1.0,3
a01_frukt.wav,frukt, Da sikkert!,0.8181818181818182,1
a01_fugl.wav,fugl, Sit.,1.0,2
a01_garn.wav,garn, Gånn.,0.8,4
a01_gartner.wav,gartner, Godt nette!,0.7272727272727273,2
a01_glad.wav,glad, Gå kve.,1.0,3
a01_glass.wav,glass, Gass!,0.6,4
a01_glitter.wav,glitter, Gitt den?,0.6666666666666666,2
a01_gloer.wav,glør, Kliar!,0.6666666666666666,2
a01_glorie.wav,glorie, Klurde?,0.5714285714285714,2
a01_graa.wav,grå, Kull?,1.0,1
a01_grave.wav,grave, Gjør.,1.0,2
a01_gris.wav,gris, Gis?,0.75,3
a01_groenn.wav,grønn, Ja.,1.6666666666666667,3
a01_gul.wav,gul, Gjør.,1.0,3
a01_gutt.wav,gutt, Gitt!,0.6,5
a01_hjerne.wav,hjerne," Ja, ne?",0.7142857142857143,3
a01_hjerte.wav,hjerte," Ja, det.",0.875,4
a01_hjoerne.wav,hjørne, Herene.,0.7142857142857143,4
a01_hjort.wav,hjort, Jutt!,1.0,4
a01_horn.wav,horn, One.,1.0,3
a01_hund.wav,hund, Hyn.,0.75,3
a01_hus.wav,hus, Hysh!,0.8,5
a01_huske.wav,huske, Hvis jeg?,0.7777777777777778,2
a01_hylle.wav,hylle, Helia!,0.8333333333333334,3
