File name,Word,Transcribed,CER (Character Error Rate),CER Score
a01_artist.wav,artist, Artist,0.16666666666666666,4
a01_barn.wav,barn, Barn,0.25,3
a01_bart.wav,bart, backs,0.6,4
a01_bjoern.wav,bjørn, mian,1.0,3
a01_blaa.wav,blå, blad,0.5,4
a01_blad.wav,blad, brett,0.8,3
a01_bleie.wav,bleie, hva er det,0.8,3
a01_blokk.wav,blokk, blokki,0.16666666666666666,3
a01_blomst.wav,blomst, madlumps,0.75,2
a01_blyant.wav,blyant, blian,0.4,3
a01_boerste.wav,børste, hvor er det,0.8181818181818182,3
a01_briller.wav,briller, biler,0.4,2
a01_bro.wav,bro, bo lo,0.6,3
a01_broed.wav,brød, be,1.5,2
a01_bror.wav,bror, belljå,0.8333333333333334,3
a01_brun.wav,brun, da igjen,0.875,2
a01_bryter.wav,bryter, beritil,0.5714285714285714,2
a01_buss.wav,buss, diss,0.5,5
a01_by.wav,by, vi,1.0,3
a01_bygge.wav,bygge, begge,0.2,2
a01_doer.wav,dør, det,0.6666666666666666,2
a01_drikke.wav,drikke, Tørge,1.0,2
a01_drops.wav,drops, kveps,0.6,2
a01_drue.wav,drue, Tauet,0.6,2
a01_dykke.wav,dykke, bygge,0.6,4
a01_dyne.wav,dyne, din,0.6666666666666666,3
a01_ekorn.wav,ekorn, Ekorn,0.2,5
a01_enhjoerning.wav,enhjørning, irn bjørning,0.3333333333333333,4
a01_erter.wav,erter, erte,0.25,3
a01_fjorten.wav,fjorten, høy jakten,0.6,3
a01_flagg.wav,flagg, kjære takk,0.9,2
a01_flakse.wav,flakse, faxe,0.75,3
a01_flaske.wav,flaske, flaske,0.0,4
a01_flette.wav,flette, hette,0.4,3
a01_flue.wav,flue, Plyde,0.6,4
a01_fly.wav,fly, fly,0.0,2
a01_fort.wav,fort, fort,0.0,4
a01_fortau.wav,fortau, Horten,0.5,2
a01_fortid.wav,fortid, Pottit,0.5,2
a01_frakk.wav,frakk, svakki,0.5,2
a01_fregner.wav,fregner, høyre en,0.75,2
a01_froe.wav,frø, P,3.0,3
a01_frukt.wav,frukt, pess,1.25,1
a01_fugl.wav,fugl, hit,1.3333333333333333,2
a01_garn.wav,garn, garen,0.2,4
a01_gartner.wav,gartner, Godtnytt,0.75,2
a01_glad.wav,glad, hva skjer?,0.9,3
a01_glass.wav,glass, Gras,0.75,4
a01_glitter.wav,glitter, gitte,0.4,2
a01_gloer.wav,glør, klé,1.0,2
a01_glorie.wav,glorie, hva gjorde du?,0.7142857142857143,2
a01_graa.wav,grå, go,1.0,1
a01_grave.wav,grave, ghaa,0.75,2
a01_gris.wav,gris, og gris,0.42857142857142855,3
a01_groenn.wav,grønn, det,1.6666666666666667,3
a01_gul.wav,gul, gle,0.6666666666666666,3
a01_gutt.wav,gutt, gitt,0.25,5
a01_hjerne.wav,hjerne, jani,1.0,3
a01_hjerte.wav,hjerte, gjedde.,0.5714285714285714,4
a01_hjoerne.wav,hjørne, gjør det noe,0.5833333333333334,4
a01_hjort.wav,hjort, jokk,0.75,4
a01_horn.wav,horn, orn,0.3333333333333333,3
a01_hund.wav,hund, hinn,0.5,3
a01_hus.wav,hus, hiss,0.5,5
a01_huske.wav,huske, huske,0.0,2
a01_hylle.wav,hylle, hilje,0.4,3
a01_hytte.wav,hytte, Hitte?,0.5,3
a01_internett.wav,internett, idid,2.0,3
a01_jern.wav,jern, jørn,0.25,2
a01_jus.wav,jus, ljos,0.5,3
a01_karneval.wav,karneval, carmen,0.8333333333333334,3
a01_kart.wav,kart, godt,0.75,2
a01_kikkert.wav,kikkert, sikkes,0.5,2
a01_kjerne.wav,kjerne, Søreni,0.8333333333333334,3
a01_klappe.wav,klappe, kloppe,0.16666666666666666,3
a01_klem.wav,klem, ple,0.6666666666666666,4
a01_klo.wav,klo, klo?,0.25,5
a01_koe.wav,kø, K,2.0,5
a01_koffert.wav,koffert, gode fest,0.5555555555555556,3
a01_korn.wav,korn, Kohn,0.5,5
a01_kort.wav,kort, gotsj,0.8,1
a01_krabbe.wav,krabbe, pepe,1.25,2
a01_krakk.wav,krakk, kuki,0.75,3
a01_kran.wav,kran, ja,1.5,3
a01_krone.wav,krone, hjulene,0.7142857142857143,3
a01_kropp.wav,kropp, klatr?,0.8333333333333334,2
a01_krykke.wav,krykke, krikke,0.16666666666666666,3
a01_ku.wav,ku, ok,1.0,4
a01_kurv.wav,kurv, hva...,1.0,3
a01_kvart.wav,kvart, kroat,0.6,1
a01_kvern.wav,kvern, kjang,0.8,4
