speaker_id,score,input_string,PER,WER,translated_string,translated_CER,translated_WER,length_deviation_words,audio_name,audio_path,model_name
a01,[4 3 4 3 4 3 3 3 2 3],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5074626865671642,1.0,autist vann vats bjørn blå blad breie blokke blomps bljant,0.19298245614035087,0.7,0,a01_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a01,[3 2 3 2 3 2 2 5 3 2],børste briller bro brød bror brun bryter buss by bygge,0.5056179775280899,1.0,buster biler brød blå brød briter bys by bigge,0.3333333333333333,0.8,-1,a01_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a02,[2 4 4 4 3 2 3 4 3 2],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5074626865671642,1.0,artist barn patsj bjerne bro grad braie block tromst bland,0.2982456140350877,0.8,0,a02_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a02,[4 3 4 3 3 3 3 4 3 4],børste briller bro brød bror brun bryter buss by bygge,0.5056179775280899,1.0,buste riddelir roh rør rør run bruter busch bi bidde,0.3888888888888889,1.0,0,a02_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a03,[3 3 4 2 2 2 2 5 1 2],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5074626865671642,1.0,artist bar batch ria bra bra freie block kromsp priamp,0.40350877192982454,0.9,0,a03_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a03,[3 2 3 4 4 3 3 4 2 5],børste briller bro brød bror bryter buss by bygge dør,0.5056179775280899,1.0,buste brill beru brø bror briter bush bi pinkie dør,0.2830188679245283,0.8,0,a03_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a04,[3 4 3 4 5 3 2 3 3 2],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5074626865671642,1.0,artist barn bart bjørn blå blad braie brokk bromst briant,0.10526315789473684,0.4,0,a04_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a04,[4 3 4 4 4 3 4 4 5 5],børste briller bro brød bror brun bryter buss by bygge,0.5056179775280899,1.0,bøste bryler bro bror bryn bryter bus by bøgge,0.2037037037037037,0.6,-1,a04_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a05,[3 3 4 3 3 2 3 3 3 3],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5074626865671642,1.0,atist barn patch bjørn broa brat breie prokk brømst brjant,0.2982456140350877,0.8,0,a05_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a05,[4 5 4 3 3 4 3 5 4 3],børste briller bro brød bror brun bryter buss by bygge,0.5056179775280899,1.0,verste briller bru brød brur grun brutter duss bi bikke,0.2222222222222222,0.8,0,a05_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a06,[3 2 5 2 3 3 5 4 2 3],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5074626865671642,1.0,artisett par park bør brød blad røyer blad bromst vrøan,0.42105263157894735,0.9,0,a06_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a06,[4 3 5 3 3 3 2 5 5 4],børste briller bro brød bror brun bryter buss by bygge,0.5056179775280899,1.0,buste briller bror bror bror bror brotre bus beiket,0.3333333333333333,0.8,-1,a06_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a07,[2 3 4 2 2 2 3 3 2 2],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5074626865671642,1.0,pann patsj plønn plå plant pøye plot plot pljant,0.5614035087719298,1.0,-1,a07_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a07,[2 2 2 1 2 2 2 5 4 2],børste briller bro brød bror brun bryter buss by bygge,0.5056179775280899,1.0,pust lillet plul plø plul glul plutel pus p pintet,0.6296296296296297,1.0,0,a07_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a08,[4 4 4 3 2 2 3 3 3 2],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5074626865671642,1.0,pattist barn patsj bjørn brøg brad brian breg brømst brillant,0.40350877192982454,0.8,0,a08_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a08,[3 4 5 5 4 4 2 5 5 4],børste briller bro brød bror brun bryter buss by bygge,0.5056179775280899,1.0,briller brød bror brunn print buss pi vikke,0.42592592592592593,0.6,-2,a08_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a09,[3 3 5 2 2 3 3 5 3 3],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5074626865671642,1.0,akkist barn badj børn brul bladj breie blok blomst briant,0.22807017543859648,0.8,0,a09_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a09,[4 2 4 4 2 5 3 5 3 2],børste briller bro brød bror brun bryter buss by bygge,0.5056179775280899,1.0,børsta brillit brø brø prål brønn britter bus bi binga,0.3148148148148148,1.0,0,a09_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a10,[5 5 4 3 2 3 2 3 3 2],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5074626865671642,1.0,artist barn batch bjørn bård brad breie plokk bromst briant,0.21052631578947367,0.7,0,a10_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a10,[3 3 5 3 4 4 4 5 5 5],børste briller bro brød bror brun bryter buss by bygge,0.5056179775280899,1.0,brøste briller bror bror brun breiter us bikke,0.2962962962962963,0.7,-2,a10_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a11,[2 3 3 4 3 2 3 4 3 3],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5074626865671642,1.0,august bon butch jan blur platt plæ blok plomst plent,0.45614035087719296,1.0,0,a11_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,Medium
a11,[3 1 4 4 1 2 2 3 3 3],børste briller bro brød bror brun bryter buss by bygge,0.5056179775280899,1.0,beste bredende brug dere arul brun bredende brus b bk,0.5370370370370371,0.9,0,a11_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,Medium
