speaker_id,score,input_string,PER,WER,translated_string,translated_CER,translated_WER,length_deviation_words,audio_name,audio_path,model_name
a01,[4 3 4 3 4 3 3 3 2 3],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5074626865671642,1.0,artist barn baj baj bj bj bjarn bjarn bla,0.49122807017543857,0.8,-1,a01_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-tiny-verbatim
a01,[3 2 3 2 3 2 2 5 3 2],børste briller bro brød bror brun bryter buss by bygge,0.5056179775280899,1.0,bøste bøhler bøhler bøhler bøhler bøhler bæh,0.5555555555555556,1.0,-3,a01_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-tiny-verbatim
a02,[2 4 4 4 3 2 3 4 3 2],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5074626865671642,1.0,barn barn bjørn bjørn bjørn bjørn bjørn bjørn klar veie blomst bramst bramst bjørn bjørn bjørnst bramst bjørn bjørnst bjørnst bjørn,1.6140350877192982,1.8,11,a02_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-tiny-verbatim
a02,[4 3 4 3 3 3 3 4 3 4],børste briller bro brød bror brun bryter buss by bygge,0.5056179775280899,1.0,børste brillebjørn brussel bøsj børn børnbinder bøsj børs børnb,0.5370370370370371,0.9,-1,a02_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-tiny-verbatim
a03,[3 3 4 2 2 2 2 5 1 2],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5074626865671642,1.0,body bong,0.8947368421052632,1.0,-8,a03_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-tiny-verbatim
a03,[3 2 3 4 4 3 3 4 2 5],børste briller bro brød bror bryter buss by bygge dør,0.5056179775280899,1.0,brille brille brur brur brur brur brur brur brur brur brusj bling bi binkie binkie binkie dør dør,1.1320754716981132,1.7,8,a03_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-tiny-verbatim
a04,[3 4 3 4 5 3 2 3 3 2],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5074626865671642,1.0,barn barn barn bjørn bjørn blå blår bråk bråk bråk bråk bråk bråk bråk bråk bråk bråk bråk bråk bråk bråk bråk bråk bråk bråk bråk bråk bråk bråk bråk bråk bråk bråk bråk bråk bråk brianj,2.6666666666666665,3.4,27,a04_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-tiny-verbatim
a04,[4 3 4 4 4 3 4 4 5 5],børste briller bro brød bror brun bryter buss by bygge,0.5056179775280899,1.0,børste briller bro bro brus bred bror bror bror bror bror bror b be bed,0.5555555555555556,1.1,5,a04_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-tiny-verbatim
a05,[3 3 4 3 3 2 3 3 3 3],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5074626865671642,1.0,artist butch theod broom broa,0.6666666666666666,0.9,-5,a05_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-tiny-verbatim
a05,[4 5 4 3 3 4 3 5 4 3],børste briller bro brød bror brun bryter buss by bygge,0.5056179775280899,1.0,vær så god,0.9074074074074074,1.0,-7,a05_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-tiny-verbatim
a06,[3 2 5 2 3 3 5 4 2 3],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5074626865671642,1.0,vel vel blå nei takk nå,0.7719298245614035,0.9,-4,a06_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-tiny-verbatim
a06,[4 3 5 3 3 3 2 5 5 4],børste briller bro brød bror brun bryter buss by bygge,0.5056179775280899,1.0,bra bror du bro bro bro bro bro brob brob brob b,0.5185185185185185,1.1,2,a06_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-tiny-verbatim
a07,[2 3 4 2 2 2 3 3 2 2],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5074626865671642,1.0,blåbær blåbær j blåbær j blåbær j blåbær blåbær blåbær blåbær blåbær blåbær blåbær blåbær blåbær j,1.2105263157894737,1.7,7,a07_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-tiny-verbatim
a07,[2 2 2 1 2 2 2 5 4 2],børste briller bro brød bror brun bryter buss by bygge,0.5056179775280899,1.0,bestig bjellet blodd blo bjørn bjørn bjørn bjørn bjørn bjørn bjørn bjørn bjørn bjørn bjørn bjørn bjørn bjørn bjørn bjørn bjørn bjørn bjørn bjørn bjørn bjørn bjørn bjørn,2.5,2.8,18,a07_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-tiny-verbatim
a08,[4 4 4 3 2 2 3 3 3 2],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5074626865671642,1.0,bunn bjørn bjørn brann breinn brork brokk brong brong brong brong brong brumn brumn brong brong brong,1.280701754385965,1.7,7,a08_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-tiny-verbatim
a08,[3 4 5 5 4 4 2 5 5 4],børste briller bro brød bror brun bryter buss by bygge,0.5056179775280899,1.0,verst briljer bror bror bror bror bror bror bror bror bror bror s buss by by by by,0.7962962962962963,1.5,8,a08_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-tiny-verbatim
a09,[3 3 5 2 2 3 3 5 3 3],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5074626865671642,1.0,aggress barn barj barn barn barn barn barn troll troll brand barns bransj bror bror bror briant briant briant briant briant briant,1.631578947368421,2.1,12,a09_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-tiny-verbatim
a09,[4 2 4 4 2 5 3 5 3 2],børste briller bro brød bror brun bryter buss by bygge,0.5056179775280899,1.0,børste briljard bror bror bror bror bror bror bror bror bror bi bi bi,0.5925925925925926,1.2,4,a09_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-tiny-verbatim
