id,global_score,target_word,PER,transcribed_word,CER,transcribed_word_striped,striped_CER,file_name,model_name
a01,4,artist,0.2, Artist!,0.2857142857142857,artist,0.0,a01_artist.wav,nb-whisper-tiny
a01,2,plystre,0.42857142857142855, Pulte...,0.875,pulte,0.5714285714285714,a01_plystre.wav,nb-whisper-tiny
a01,4,port,0.3333333333333333, Fot.,0.75,fot,0.5,a01_port.wav,nb-whisper-tiny
a01,2,premie,0.5, Du er jo det.,0.8461538461538461,du er jo det,1.6666666666666667,a01_premie.wav,nb-whisper-tiny
a01,3,prins,0.2, Takk.,1.0,takk,1.0,a01_prins.wav,nb-whisper-tiny
a01,4,pute,0.0, Pyte.,0.6,pyte,0.25,a01_pute.wav,nb-whisper-tiny
a01,3,rød,0.5, B.,1.5,b,1.0,a01_roed.wav,nb-whisper-tiny
a01,1,rund,1.0, Bø.,1.3333333333333333,bø,1.0,a01_rund.wav,nb-whisper-tiny
a01,3,sjakk,0.3333333333333333, Søtt.,1.0,søtt,0.8,a01_sjakk.wav,nb-whisper-tiny
a01,4,sjiraff,0.2, Skjea?,1.0,skjea,0.7142857142857143,a01_sjiraff.wav,nb-whisper-tiny
a01,4,sjø,0.5, Kje...,0.8333333333333334,kje,0.6666666666666666,a01_sjoe.wav,nb-whisper-tiny
a01,3,sju,1.0, Hun...?,1.0,hun,1.0,a01_sju.wav,nb-whisper-tiny
a01,5,ski,0.0, Hun...?,1.0,hun,1.0,a01_ski.wav,nb-whisper-tiny
a01,2,skilpadde,0.5714285714285714, Kjipt.,1.1666666666666667,kjipt,0.7777777777777778,a01_skilpadde.wav,nb-whisper-tiny
a01,3,skinke,0.2,kinke.,0.3333333333333333,kinke,0.16666666666666666,a01_skinke.wav,nb-whisper-tiny
a01,2,skip,0.6666666666666666, Sorry.,1.0,sorry,1.0,a01_skip.wav,nb-whisper-tiny
a01,4,skitten,0.25, Sitt den.,0.5555555555555556,sitt den,0.42857142857142855,a01_skitten.wav,nb-whisper-tiny
a01,4,skive,0.0, Si det.,0.8571428571428571,si det,0.8,a01_skive.wav,nb-whisper-tiny
a01,5,pluss,0.0, Fy søren!,0.8888888888888888,fy søren,1.4,a01_pluss.wav,nb-whisper-tiny
a01,3,skjema,0.25, Se meg.,0.8571428571428571,se meg,0.8333333333333334,a01_skjema.wav,nb-whisper-tiny
a01,2,plaster,0.42857142857142855, Plaster...,0.4,plaster,0.0,a01_plaster.wav,nb-whisper-tiny
a01,2,planke,0.5, Men tre...,0.9,men tre,1.0,a01_planke.wav,nb-whisper-tiny
a01,3,krykke,0.2, Krigge.,0.7142857142857143,krigge,0.5,a01_krykke.wav,nb-whisper-tiny
a01,4,ku,0.5, OK.,1.0,ok,1.0,a01_ku.wav,nb-whisper-tiny
a01,3,kurv,0.25, Hva...?,1.0,hva,1.0,a01_kurv.wav,nb-whisper-tiny
a01,1,kvart,0.75, Kålete.,0.8571428571428571,kålete,0.8,a01_kvart.wav,nb-whisper-tiny
a01,4,kvern,0.0, Til dem.,0.875,til dem,1.4,a01_kvern.wav,nb-whisper-tiny
a01,5,løpe,0.0, Løpe.,0.4,løpe,0.0,a01_loepe.wav,nb-whisper-tiny
a01,1,løve,1.0, Ja...,1.0,ja,1.0,a01_loeve.wav,nb-whisper-tiny
a01,5,lue,0.0, Lue.,0.5,lue,0.0,a01_lue.wav,nb-whisper-tiny
a01,4,lyn,0.0, Linn.,0.8,linn,0.6666666666666666,a01_lyn.wav,nb-whisper-tiny
a01,4,lys,0.0, Lys.,0.5,lys,0.0,a01_lys.wav,nb-whisper-tiny
a01,3,lytte,0.25, Likte.,0.6666666666666666,likte,0.4,a01_lytte.wav,nb-whisper-tiny
a01,1,munn,0.6666666666666666, Mjørn.,0.8333333333333334,mjørn,0.75,a01_munn.wav,nb-whisper-tiny
a01,3,mus,0.3333333333333333, Nils...,0.8571428571428571,nils,1.0,a01_mus.wav,nb-whisper-tiny
a01,4,nøkkel,0.2, Løkki.,0.5,løkki,0.5,a01_noekkel.wav,nb-whisper-tiny
a01,2,ødelagt,0.42857142857142855," Ja, et lek.",0.8181818181818182,ja et lek,1.1428571428571428,a01_oedelagt.wav,nb-whisper-tiny
a01,2,øre,0.6666666666666666, Er det?,0.7142857142857143,er det,1.3333333333333333,a01_oere.wav,nb-whisper-tiny
a01,4,ørn,0.5, Inn.,0.75,inn,0.6666666666666666,a01_oern.wav,nb-whisper-tiny
a01,3,plante,0.16666666666666666, Plan tre.,0.4444444444444444,plan tre,0.3333333333333333,a01_plante.wav,nb-whisper-tiny
a01,2,kropp,0.5, Kult.,1.0,kult,0.8,a01_kropp.wav,nb-whisper-tiny
a01,2,skjerf,0.75, Søk!,1.5,søk,0.8333333333333334,a01_skjerf.wav,nb-whisper-tiny
a01,3,skjørt,0.6666666666666666, Kjøtt.,0.6666666666666666,kjøtt,0.3333333333333333,a01_skjoert.wav,nb-whisper-tiny
a01,4,svømme,0.0, Spennende.,0.9,spennende,1.1666666666666667,a01_svoemme.wav,nb-whisper-tiny
a01,4,syk,0.3333333333333333, Ski.,1.0,ski,0.6666666666666666,a01_syk.wav,nb-whisper-tiny
a01,4,sykkel,0.2, Sykkel?,0.2857142857142857,sykkel,0.0,a01_sykkel.wav,nb-whisper-tiny
a01,4,synge,0.0, Synge.,0.3333333333333333,synge,0.0,a01_synge.wav,nb-whisper-tiny
a01,2,tårn,0.6666666666666666, Køen.,0.8,køen,0.75,a01_taarn.wav,nb-whisper-tiny
a01,3,terning,0.2, Terning.,0.25,terning,0.0,a01_terning.wav,nb-whisper-tiny
a01,1,tjern,1.0, Sang.,1.0,sang,1.0,a01_tjern.wav,nb-whisper-tiny
a01,5,torne,0.0, Tone.,0.6,tone,0.2,a01_torne.wav,nb-whisper-tiny
a01,2,tralle,0.4, Trølle?,0.4285714285714285,trølle,0.16666666666666666,a01_tralle.wav,nb-whisper-tiny
a01,3,trapp,0.25, Klipp.,0.6666666666666666,klipp,0.6,a01_trapp.wav,nb-whisper-tiny
a01,2,tre,0.6666666666666666, Thea?,0.8,thea,0.6666666666666666,a01_tre.wav,nb-whisper-tiny
a01,2,troll,0.75, To...,1.0,to,0.6,a01_troll.wav,nb-whisper-tiny
