id,global_score,target_word,PER,transcribed_word,CER,transcribed_word_striped,striped_CER,file_name,model_name
a01,4,svømme,0.0,svemle,0.3333333333333333,svemle,0.3333333333333333,a01_svoemme.wav,base
a01,4,skitten,0.25,se den!,0.7142857142857143,se den,0.5714285714285714,a01_skitten.wav,base
a01,5,korn,0.0,korn?,0.25,korn,0.0,a01_korn.wav,base
a01,3,stjerne,0.3333333333333333,skjønne,0.42857142857142855,skjønne,0.42857142857142855,a01_stjerne.wav,base
a01,2,glorie,0.3333333333333333,klurde?,0.6666666666666666,klurde,0.5,a01_glorie.wav,base
a01,4,kvern,0.0,klaan,0.6,klaan,0.6,a01_kvern.wav,base
a01,3,svart,0.25,svatt,0.2,svatt,0.2,a01_svart.wav,base
a01,4,lys,0.0,lys,0.0,lys,0.0,a01_lys.wav,base
a01,3,ørn,0.5,in,0.6666666666666666,in,0.6666666666666666,a01_oern.wav,base
a01,3,sky,0.5,hsi?,1.0,hsi,1.0,a01_sky.wav,base
a01,4,blå,0.3333333333333333,blå,0.0,blå,0.0,a01_blaa.wav,base
a01,2,jern,0.6666666666666666,"ja, en",1.0,ja en,0.75,a01_jern.wav,base
a01,1,planke,0.5,blir jeg kjert?,2.0,blir jeg kjert,1.8333333333333333,a01_planke.wav,base
a01,2,tårn,0.6666666666666666,kan?,1.0,kan,0.75,a01_taarn.wav,base
a01,2,kikkert,0.4,sikkes,0.42857142857142855,sikkes,0.42857142857142855,a01_kikkert.wav,base
a01,3,krykke,0.2,kring,0.6666666666666666,kring,0.6666666666666666,a01_krykke.wav,base
a01,5,kø,0.0,kål!,1.5,kål,1.0,a01_koe.wav,base
a01,2,fly,0.6666666666666666,pli?,1.0,pli,0.6666666666666666,a01_fly.wav,base
a01,2,blomst,0.5,malumps,0.8333333333333334,malumps,0.8333333333333334,a01_blomst.wav,base
a01,3,gris,0.5,gis?,0.5,gis,0.25,a01_gris.wav,base
a01,2,troll,0.75,kål,0.8,kål,0.8,a01_troll.wav,base
a01,3,frø,0.3333333333333333,helt,1.3333333333333333,helt,1.3333333333333333,a01_froe.wav,base
a01,3,dyne,0.25,din,0.5,din,0.5,a01_dyne.wav,base
a01,2,glitter,0.5,gitt den?,0.7142857142857143,gitt den,0.5714285714285714,a01_glitter.wav,base
a01,3,sju,1.0,hih?,1.3333333333333333,hih,1.0,a01_sju.wav,base
a01,2,bryter,0.5,brittel?,0.6666666666666666,brittel,0.5,a01_bryter.wav,base
a01,3,lytte,0.25,litt,0.4,litt,0.4,a01_lytte.wav,base
a01,3,trylle,0.2,pierlig,1.0,pierlig,1.0,a01_trylle.wav,base
a01,3,skjørt,0.6666666666666666,sets,0.8333333333333334,sets,0.8333333333333334,a01_skjoert.wav,base
a01,3,skjerm,0.5,sam,0.6666666666666666,sam,0.6666666666666666,a01_skjerm.wav,base
a01,3,bro,0.6666666666666666,bye!,1.0,bye,0.6666666666666666,a01_bro.wav,base
a01,3,terning,0.2,towning?,0.42857142857142855,towning,0.2857142857142857,a01_terning.wav,base
a01,3,trapp,0.25,kjep!,0.8,kjep,0.8,a01_trapp.wav,base
a01,2,kropp,0.5,kvart?,1.0,kvart,0.8,a01_kropp.wav,base
a01,2,skip,0.6666666666666666,sveb,0.75,sveb,0.75,a01_skip.wav,base
a01,2,premie,0.5,tør jeg veldig,1.8333333333333333,tør jeg veldig,1.8333333333333333,a01_premie.wav,base
a01,3,krone,0.2,dene!,0.8,dene,0.6,a01_krone.wav,base
a01,2,flagg,0.5,pinnak,1.2,pinnak,1.2,a01_flagg.wav,base
a01,2,kart,0.6666666666666666,gott,0.75,gott,0.75,a01_kart.wav,base
a01,4,flue,0.25,pludet,0.75,pludet,0.75,a01_flue.wav,base
a01,3,sjakk,0.3333333333333333,saki,0.4,saki,0.4,a01_sjakk.wav,base
a01,5,ekorn,0.0,ekkun,0.4,ekkun,0.4,a01_ekorn.wav,base
a01,3,kjerne,0.75,sjørne!,0.5,sjørne,0.3333333333333333,a01_kjerne.wav,base
a01,4,lue,0.0,lua,0.3333333333333333,lua,0.3333333333333333,a01_lue.wav,base
a01,4,fort,0.3333333333333333,putt,0.75,putt,0.75,a01_fort.wav,base
a01,4,lyn,0.0,lym,0.3333333333333333,lym,0.3333333333333333,a01_lyn.wav,base
a01,3,kran,0.25,kom!,0.75,kom,0.75,a01_kran.wav,base
a01,4,ku,0.5,kjæ,1.0,kjæ,1.0,a01_ku.wav,base
a01,2,dør,0.6666666666666666,ja,1.0,ja,1.0,a01_doer.wav,base
a01,1,munn,0.6666666666666666,nørn,0.75,nørn,0.75,a01_munn.wav,base
a01,2,frakk,0.5,fattig!,1.2,fattig,1.0,a01_frakk.wav,base
a01,5,skjorte,0.0,sultet?,0.7142857142857143,sultet,0.7142857142857143,a01_skjorte.wav,base
a01,4,synge,0.0,singen,0.4,singen,0.4,a01_synge.wav,base
a01,4,klem,0.25,klær,0.5,klær,0.5,a01_klem.wav,base
a01,2,briller,0.3333333333333333,bale,0.5714285714285714,bale,0.5714285714285714,a01_briller.wav,base
a01,4,bart,0.3333333333333333,baks!,0.75,baks,0.5,a01_bart.wav,base
a01,2,huske,0.4,hvis jeg?,1.2,hvis jeg,1.0,a01_huske.wav,base
a01,1,løve,1.0,her,1.0,her,1.0,a01_loeve.wav,base
a01,4,skive,0.0,sida,0.6,sida,0.6,a01_skive.wav,base
a01,4,syk,0.3333333333333333,sik!,0.6666666666666666,sik,0.3333333333333333,a01_syk.wav,base
a01,3,bror,0.5,blyo!,0.75,blyo,0.75,a01_bror.wav,base
a01,3,skjema,0.25,sjermat!,0.6666666666666666,sjermat,0.5,a01_skjema.wav,base
a01,3,bjørn,0.5,bjørn!,0.2,bjørn,0.0,a01_bjoern.wav,base
a01,2,skilpadde,0.5714285714285714,siden plett?,1.1111111111111112,siden plett,1.0,a01_skilpadde.wav,base
a01,2,turn,0.6666666666666666,kinn?,1.0,kinn,0.75,a01_turn.wav,base
a01,3,internett,0.2857142857142857,inget?,0.5555555555555556,inget,0.5555555555555556,a01_internett.wav,base
a01,3,blad,0.5,blatt,0.5,blatt,0.5,a01_blad.wav,base
a01,4,flaske,0.0,plasker,0.3333333333333333,plasker,0.3333333333333333,a01_flaske.wav,base
a01,3,børste,0.2,lors det!,1.0,lors det,0.8333333333333334,a01_boerste.wav,base
a01,1,kvart,0.75,krat?,0.6,krat,0.4,a01_kvart.wav,base
a01,3,hytte,0.25,hittet,0.4,hittet,0.4,a01_hytte.wav,base
a01,2,gartner,0.8333333333333334,godt nette!,1.0,godt nette,0.8571428571428571,a01_gartner.wav,base
a01,5,torne,0.0,to ne?,0.4,to ne,0.2,a01_torne.wav,base
a01,4,enhjørning,0.0,i en hjørning,0.3,i en hjørning,0.3,a01_enhjoerning.wav,base
a01,4,hjørne,0.0,herene,0.5,herene,0.5,a01_hjoerne.wav,base
a01,3,skøyter,0.2,sikker,0.5714285714285714,sikker,0.5714285714285714,a01_skoeyter.wav,base
a01,3,plante,0.16666666666666666,plant det!,0.6666666666666666,plant det,0.5,a01_plante.wav,base
a01,2,snørr,0.75,snett,0.6,snett,0.6,a01_snoerr.wav,base
a01,3,karneval,0.14285714285714285,kornal,0.375,kornal,0.375,a01_karneval.wav,base
a01,5,pluss,0.0,peace!,1.0,peace,0.8,a01_pluss.wav,base
a01,3,tynn,0.3333333333333333,pin,0.75,pin,0.75,a01_tynn.wav,base
a01,3,erter,0.25,ate!,0.6,ate,0.6,a01_erter.wav,base
a01,2,øre,0.6666666666666666,er det?,1.6666666666666667,er det,1.3333333333333333,a01_oere.wav,base
a01,3,søt,0.3333333333333333,shit!,1.0,shit,0.6666666666666666,a01_soet.wav,base
