id,global_score,target_word,PER,transcribed_word,CER,transcribed_word_striped,striped_CER,file_name,model_name
a01,4,artist,0.2, artist,0.0,artist,0.0,a01_artist.wav,nb-whisper-medium-verbatim
a01,2,plystre,0.42857142857142855, priste,0.5,priste,0.42857142857142855,a01_plystre.wav,nb-whisper-medium-verbatim
a01,4,port,0.3333333333333333, fots,0.75,fots,0.75,a01_port.wav,nb-whisper-medium-verbatim
a01,2,premie,0.5, 30,3.0,30,1.0,a01_premie.wav,nb-whisper-medium-verbatim
a01,3,prins,0.2, prins,0.0,prins,0.0,a01_prins.wav,nb-whisper-medium-verbatim
a01,4,pute,0.0, fritte,0.6666666666666666,fritte,1.0,a01_pute.wav,nb-whisper-medium-verbatim
a01,3,rød,0.5, be,1.5,be,1.0,a01_roed.wav,nb-whisper-medium-verbatim
a01,1,rund,1.0, hvor er han,0.9090909090909092,hvor er han,2.5,a01_rund.wav,nb-whisper-medium-verbatim
a01,3,sjakk,0.3333333333333333, sjakki,0.1666666666666666,sjakki,0.2,a01_sjakk.wav,nb-whisper-medium-verbatim
a01,4,sjiraff,0.2, sjef,1.0,sjef,0.5714285714285714,a01_sjiraff.wav,nb-whisper-medium-verbatim
a01,4,sjø,0.5, kje,0.6666666666666666,kje,0.6666666666666666,a01_sjoe.wav,nb-whisper-medium-verbatim
a01,3,sju,1.0, sky,0.6666666666666666,sky,0.6666666666666666,a01_sju.wav,nb-whisper-medium-verbatim
a01,5,ski,0.0, ski,0.0,ski,0.0,a01_ski.wav,nb-whisper-medium-verbatim
a01,2,skilpadde,0.5714285714285714, sildreli,0.75,sildreli,0.6666666666666666,a01_skilpadde.wav,nb-whisper-medium-verbatim
a01,3,skinke,0.2, skinke,0.0,skinke,0.0,a01_skinke.wav,nb-whisper-medium-verbatim
a01,2,skip,0.6666666666666666, sveiv,0.6,sveiv,0.75,a01_skip.wav,nb-whisper-medium-verbatim
a01,4,skitten,0.25, sitter,0.3333333333333333,sitter,0.2857142857142857,a01_skitten.wav,nb-whisper-medium-verbatim
a01,4,skive,0.0, side,0.5,side,0.4,a01_skive.wav,nb-whisper-medium-verbatim
a01,5,pluss,0.0, fjes,1.0,fjes,0.8,a01_pluss.wav,nb-whisper-medium-verbatim
a01,3,skjema,0.25, skjema,0.0,skjema,0.0,a01_skjema.wav,nb-whisper-medium-verbatim
a01,2,plaster,0.42857142857142855, vi er stille,0.8333333333333334,vi er stille,1.4285714285714286,a01_plaster.wav,nb-whisper-medium-verbatim
a01,2,planke,0.5, blir den tre,0.75,blir den tre,1.5,a01_planke.wav,nb-whisper-medium-verbatim
a01,3,krykke,0.2, krygge,0.3333333333333333,krygge,0.3333333333333333,a01_krykke.wav,nb-whisper-medium-verbatim
a01,4,ku,0.5, ok,1.0,ok,1.0,a01_ku.wav,nb-whisper-medium-verbatim
a01,3,kurv,0.25, kult,0.5,kult,0.5,a01_kurv.wav,nb-whisper-medium-verbatim
a01,1,kvart,0.75, korrekt,0.5714285714285714,korrekt,0.8,a01_kvart.wav,nb-whisper-medium-verbatim
a01,4,kvern,0.0, hva da,0.8333333333333334,hva da,1.0,a01_kvern.wav,nb-whisper-medium-verbatim
a01,5,løpe,0.0, løpe,0.0,løpe,0.0,a01_loepe.wav,nb-whisper-medium-verbatim
a01,1,løve,1.0, ja,2.0,ja,1.0,a01_loeve.wav,nb-whisper-medium-verbatim
a01,5,lue,0.0, lue,0.0,lue,0.0,a01_lue.wav,nb-whisper-medium-verbatim
a01,4,lyn,0.0, lim,0.6666666666666666,lim,0.6666666666666666,a01_lyn.wav,nb-whisper-medium-verbatim
a01,4,lys,0.0, lys,0.0,lys,0.0,a01_lys.wav,nb-whisper-medium-verbatim
a01,3,lytte,0.25, likte,0.4,likte,0.4,a01_lytte.wav,nb-whisper-medium-verbatim
a01,1,munn,0.6666666666666666, mjau,0.75,mjau,0.75,a01_munn.wav,nb-whisper-medium-verbatim
a01,3,mus,0.3333333333333333, nis,0.6666666666666666,nis,0.6666666666666666,a01_mus.wav,nb-whisper-medium-verbatim
a01,4,nøkkel,0.2, nøkkel,0.0,nøkkel,0.0,a01_noekkel.wav,nb-whisper-medium-verbatim
a01,2,ødelagt,0.42857142857142855, ja og slik,1.0,ja og slik,1.4285714285714286,a01_oedelagt.wav,nb-whisper-medium-verbatim
a01,2,øre,0.6666666666666666, jeg er det,0.8,jeg er det,2.6666666666666665,a01_oere.wav,nb-whisper-medium-verbatim
a01,4,ørn,0.5, en,1.0,en,0.6666666666666666,a01_oern.wav,nb-whisper-medium-verbatim
a01,3,plante,0.16666666666666666, plante,0.0,plante,0.0,a01_plante.wav,nb-whisper-medium-verbatim
a01,2,kropp,0.5, klapp,0.4,klapp,0.4,a01_kropp.wav,nb-whisper-medium-verbatim
a01,2,skjerf,0.75, søt,1.6666666666666667,søt,0.8333333333333334,a01_skjerf.wav,nb-whisper-medium-verbatim
a01,3,skjørt,0.6666666666666666, kjeks,0.8,kjeks,0.6666666666666666,a01_skjoert.wav,nb-whisper-medium-verbatim
a01,4,svømme,0.0, svenne,0.5,svenne,0.5,a01_svoemme.wav,nb-whisper-medium-verbatim
a01,4,syk,0.3333333333333333, sikh,0.5,sikh,0.6666666666666666,a01_syk.wav,nb-whisper-medium-verbatim
a01,4,sykkel,0.2, sykkel,0.0,sykkel,0.0,a01_sykkel.wav,nb-whisper-medium-verbatim
a01,4,synge,0.0, synge,0.0,synge,0.0,a01_synge.wav,nb-whisper-medium-verbatim
a01,2,tårn,0.6666666666666666, hvem,1.0,hvem,1.0,a01_taarn.wav,nb-whisper-medium-verbatim
a01,3,terning,0.2, i terning,0.2222222222222222,i terning,0.2857142857142857,a01_terning.wav,nb-whisper-medium-verbatim
a01,1,tjern,1.0, sann,1.0,sann,0.8,a01_tjern.wav,nb-whisper-medium-verbatim
a01,5,torne,0.0, Tone,0.5,tone,0.2,a01_torne.wav,nb-whisper-medium-verbatim
a01,2,tralle,0.4, prøve,0.8,prøve,0.6666666666666666,a01_tralle.wav,nb-whisper-medium-verbatim
a01,3,trapp,0.25, klepp,0.6,klepp,0.6,a01_trapp.wav,nb-whisper-medium-verbatim
a01,2,tre,0.6666666666666666, Thea,0.75,thea,0.6666666666666666,a01_tre.wav,nb-whisper-medium-verbatim
a01,2,troll,0.75, ha det,1.0,ha det,1.2,a01_troll.wav,nb-whisper-medium-verbatim
a01,3,trylle,0.2, brylle,0.1666666666666666,brylle,0.16666666666666666,a01_trylle.wav,nb-whisper-medium-verbatim
a01,2,turn,0.6666666666666666, ok,2.0,ok,1.0,a01_turn.wav,nb-whisper-medium-verbatim
a01,3,tynn,0.3333333333333333, finn,0.5,finn,0.5,a01_tynn.wav,nb-whisper-medium-verbatim
a01,4,ugle,0.25, ugle,0.0,ugle,0.0,a01_ugle.wav,nb-whisper-medium-verbatim
a01,2,vindu,0.4, dingu,0.4,dingu,0.4,a01_vindu.wav,nb-whisper-medium-verbatim
a01,4,svart,0.25, svats,0.4,svats,0.4,a01_svart.wav,nb-whisper-medium-verbatim
a01,3,skjerm,0.5, sjæl,1.0,sjæl,0.6666666666666666,a01_skjerm.wav,nb-whisper-medium-verbatim
a01,5,stupe,0.0, stupe,0.0,stupe,0.0,a01_stupe.wav,nb-whisper-medium-verbatim
a01,3,stjerne,0.3333333333333333, stjerne,0.0,stjerne,0.0,a01_stjerne.wav,nb-whisper-medium-verbatim
a01,5,skjorte,0.0, sorte,0.4,sorte,0.2857142857142857,a01_skjorte.wav,nb-whisper-medium-verbatim
a01,3,skøyter,0.2, skitt,0.8,skitt,0.5714285714285714,a01_skoeyter.wav,nb-whisper-medium-verbatim
a01,3,skulder,0.14285714285714285, skulder,0.0,skulder,0.0,a01_skulder.wav,nb-whisper-medium-verbatim
a01,3,sky,0.5, si,1.0,si,0.6666666666666666,a01_sky.wav,nb-whisper-medium-verbatim
a01,2,smart,0.5, smerts,0.3333333333333333,smerts,0.4,a01_smart.wav,nb-whisper-medium-verbatim
a01,3,smerte,0.4, smatte,0.3333333333333333,smatte,0.3333333333333333,a01_smerte.wav,nb-whisper-medium-verbatim
a01,3,smør,0.5, smed,0.5,smed,0.5,a01_smoer.wav,nb-whisper-medium-verbatim
a01,3,smykke,0.2, sminke,0.3333333333333333,sminke,0.3333333333333333,a01_smykke.wav,nb-whisper-medium-verbatim
a01,3,snø,0.3333333333333333, snø,0.0,snø,0.0,a01_snoe.wav,nb-whisper-medium-verbatim
a01,2,snørr,0.75, snev,0.75,snev,0.6,a01_snoerr.wav,nb-whisper-medium-verbatim
a01,3,søle,0.25, ser du det,0.8,ser du det,2.0,a01_soele.wav,nb-whisper-medium-verbatim
a01,3,sølv,0.3333333333333333, se,1.5,se,0.75,a01_soelv.wav,nb-whisper-medium-verbatim
a01,4,søppel,0.0, søppel,0.0,søppel,0.0,a01_soeppel.wav,nb-whisper-medium-verbatim
a01,2,søster,0.3333333333333333, siste,0.4,siste,0.3333333333333333,a01_soester.wav,nb-whisper-medium-verbatim
a01,3,søt,0.3333333333333333, skitt,0.6,skitt,1.0,a01_soet.wav,nb-whisper-medium-verbatim
