id,global_score,target_word,PER,transcribed_word,CER,transcribed_word_striped,striped_CER,file_name,model_name
a01,4,artist,0.2, Artist.,0.2857142857142857,artist,0.0,a01_artist.wav,medium
a01,2,plystre,0.42857142857142855, Piste,0.8,piste,0.42857142857142855,a01_plystre.wav,medium
a01,4,port,0.3333333333333333, Puts.,1.0,puts,0.75,a01_port.wav,medium
a01,2,premie,0.5, Tøy og vei!,0.9090909090909092,tøy og vei,1.5,a01_premie.wav,medium
a01,3,prins,0.2, Pyt.,1.25,pyt,0.8,a01_prins.wav,medium
a01,4,pute,0.0, Fyrt det.,0.7777777777777778,fyrt det,1.5,a01_pute.wav,medium
a01,3,rød,0.5, Bara?,0.8,bara,1.3333333333333333,a01_roed.wav,medium
a01,1,rund,1.0, Hvorfor?,0.875,hvorfor,1.5,a01_rund.wav,medium
a01,3,sjakk,0.3333333333333333, Sake.,0.8,sake,0.4,a01_sjakk.wav,medium
a01,4,sjiraff,0.2, Seriøst.,0.875,seriøst,0.8571428571428571,a01_sjiraff.wav,medium
a01,4,sjø,0.5, Sjer.,0.8,sjer,0.6666666666666666,a01_sjoe.wav,medium
a01,3,sju,1.0, Si.,1.0,si,0.6666666666666666,a01_sju.wav,medium
a01,5,ski,0.0, Sj.,1.0,sj,0.6666666666666666,a01_ski.wav,medium
a01,2,skilpadde,0.5714285714285714, Silkeplett.,0.8181818181818182,silkeplett,0.7777777777777778,a01_skilpadde.wav,medium
a01,3,skinke,0.2, Sink!,0.6,sink,0.3333333333333333,a01_skinke.wav,medium
a01,2,skip,0.6666666666666666, Sveip.,0.6666666666666666,sveip,0.5,a01_skip.wav,medium
a01,4,skitten,0.25, Sitten.,0.4285714285714285,sitten,0.14285714285714285,a01_skitten.wav,medium
a01,4,skive,0.0, Si det!,0.8571428571428571,si det,0.8,a01_skive.wav,medium
a01,5,pluss,0.0, Fyst?,1.0,fyst,0.8,a01_pluss.wav,medium
a01,3,skjema,0.25, Ser man?,0.75,ser man,0.6666666666666666,a01_skjema.wav,medium
a01,2,plaster,0.42857142857142855, Vær stil!,0.7777777777777778,vær stil,0.8571428571428571,a01_plaster.wav,medium
a01,2,planke,0.5," Blin, kli.",0.7,blin kli,0.8333333333333334,a01_planke.wav,medium
a01,3,krykke,0.2, Klikke.,0.5714285714285714,klikke,0.3333333333333333,a01_krykke.wav,medium
a01,4,ku,0.5, Kyrk,1.0,kyrk,1.5,a01_ku.wav,medium
a01,3,kurv,0.25, Kø,2.0,kø,0.75,a01_kurv.wav,medium
a01,1,kvart,0.75, Korrekt.,0.75,korrekt,0.8,a01_kvart.wav,medium
a01,4,kvern,0.0, Klang.,1.0,klang,0.8,a01_kvern.wav,medium
a01,5,løpe,0.0, Løpe,0.25,løpe,0.0,a01_loepe.wav,medium
a01,1,løve,1.0, Ja.,1.3333333333333333,ja,1.0,a01_loeve.wav,medium
a01,5,lue,0.0, Lue,0.3333333333333333,lue,0.0,a01_lue.wav,medium
a01,4,lyn,0.0, Limm.,1.0,limm,1.0,a01_lyn.wav,medium
a01,4,lys,0.0, Lise?,0.8,lise,0.6666666666666666,a01_lys.wav,medium
a01,3,lytte,0.25, Litte.,0.5,litte,0.2,a01_lytte.wav,medium
