id,global_score,target_word,PER,transcribed_word,CER,transcribed_word_striped,striped_CER,file_name,model_name
a01,4,artist,0.2, Artist.,0.2857142857142857,artist,0.0,a01_artist.wav,nb-whisper-medium
a01,2,plystre,0.42857142857142855, Prikke.,1.0,prikke,0.7142857142857143,a01_plystre.wav,nb-whisper-medium
a01,4,port,0.3333333333333333, Fort.,0.4,fort,0.25,a01_port.wav,nb-whisper-medium
a01,2,premie,0.5, Tre.,1.0,tre,0.6666666666666666,a01_premie.wav,nb-whisper-medium
a01,3,prins,0.2, Prins.,0.3333333333333333,prins,0.0,a01_prins.wav,nb-whisper-medium
a01,4,pute,0.0, Putte.,0.5,putte,0.25,a01_pute.wav,nb-whisper-medium
a01,3,rød,0.5, Børre?,0.8333333333333334,børre,1.3333333333333333,a01_roed.wav,nb-whisper-medium
a01,1,rund,1.0, Hvor er han?,0.8333333333333334,hvor er han,2.5,a01_rund.wav,nb-whisper-medium
a01,3,sjakk,0.3333333333333333, Sakki.,0.6666666666666666,sakki,0.4,a01_sjakk.wav,nb-whisper-medium
a01,4,sjiraff,0.2, Sjef.,1.0,sjef,0.5714285714285714,a01_sjiraff.wav,nb-whisper-medium
a01,4,sjø,0.5, Se...,1.0,se,0.6666666666666666,a01_sjoe.wav,nb-whisper-medium
a01,3,sju,1.0, Sky?,1.0,sky,0.6666666666666666,a01_sju.wav,nb-whisper-medium
a01,5,ski,0.0, Ski.,0.5,ski,0.0,a01_ski.wav,nb-whisper-medium
a01,2,skilpadde,0.5714285714285714, Sylpelig.,0.8888888888888888,sylpelig,0.6666666666666666,a01_skilpadde.wav,nb-whisper-medium
a01,3,skinke,0.2, Skinke.,0.2857142857142857,skinke,0.0,a01_skinke.wav,nb-whisper-medium
a01,2,skip,0.6666666666666666, Så giv.,0.8571428571428571,så giv,1.0,a01_skip.wav,nb-whisper-medium
a01,4,skitten,0.25, Sitter.,0.5714285714285714,sitter,0.2857142857142857,a01_skitten.wav,nb-whisper-medium
a01,4,skive,0.0, Side.,0.8,side,0.4,a01_skive.wav,nb-whisper-medium
a01,5,pluss,0.0, Fris?,0.8,fris,0.8,a01_pluss.wav,nb-whisper-medium
a01,3,skjema,0.25, Se meg.,0.8571428571428571,se meg,0.8333333333333334,a01_skjema.wav,nb-whisper-medium
a01,2,plaster,0.42857142857142855, Plaster.,0.25,plaster,0.0,a01_plaster.wav,nb-whisper-medium
a01,2,planke,0.5, Blir det en kry?,0.8125,blir det en kry,2.0,a01_planke.wav,nb-whisper-medium
a01,3,krykke,0.2, Krige.,0.8333333333333334,krige,0.5,a01_krykke.wav,nb-whisper-medium
a01,4,ku,0.5, Ok.,0.6666666666666666,ok,1.0,a01_ku.wav,nb-whisper-medium
a01,3,kurv,0.25, Kult.,0.8,kult,0.5,a01_kurv.wav,nb-whisper-medium
a01,1,kvart,0.75, Hvorfor det?,0.75,hvorfor det,1.6,a01_kvart.wav,nb-whisper-medium
